ID,Text,Labels
4450,不管 多 累 甚至都 不 敢 再跟 他 说 怕 他 怜惜 和 埋怨,['Anxiety']
4451,这份 鸡肋 一样 工作 已经 让 亏欠 他 太 多,['Anxiety']
4452,不 不 能 改变 而 太 懒 ； 不 没有 机会 和 能力 而是 太 懒,['Anxiety']
4453,不 能 再 待 着 不 动 为了 我自己 也 为了 他 我的 去 抓住 别人 给 机会,"['Love', 'Expect']"
4454,如果 不 行动 丢掉 会 最 好 机会,['Anxiety']
4455,不要 等到 什么 都 考虑 好 不要 等到 一切 都 像 计划 那么 好再 行动,['Anxiety']
4456,如果 真的 一切都 很 好 也许 就 不 需要 行动,"['Sorrow', 'Anxiety']"
4457,想 收获 就 得 承担 一些 风险,"['Love', 'Expect']"
4458,想 想 得到 太 多 所以 才 忘记 有些 更 重要 东西,['Sorrow']
4459,如果 去年 这个 时候 听 他 或许 早就 不 会 这里 折磨,"['Anxiety', 'Sorrow']"
4460,我等 很 久 ～ ～ ～ ～ 　 现在 我只 能 埋怨,"['Anger', 'Expect']"
4461,不 能 改变 别人 我还 可以 改变,"['Joy', 'Expect']"
4462,不 想再 这个 很 乱 环境 里 挣扎 不 想再 起早摸黑 付出 而 没有 相应 回报 ； 不 想再 为了 别人 前途 这里 任劳任怨 ； 想想 好 呢,"['Love', 'Expect']"
4463,走 吧 坦然 地 安静 地 也 不要 埋怨 什么,"['Joy', 'Expect']"
4464,对于 只 去 珍惜 新 更 好 机会 ； 我只 去 争取 该 得到 收获,"['Expect', 'Joy']"
4465,最近 倒霉 不 能 再 倒霉 就 连 坐 车 都 不 顺,"['Anger', 'Anxiety']"
4466,前天 坐 车 走 半路 熄火,['Anger']
4467,今天 坐 车 回来 又 没 气,['Anger']
4468,偏偏 老天 又 一搭 没 一搭 下雨 一点也 没有 想 停 意思,"['Hate', 'Anger']"
4469,满身 泥泞 和 雨水 叫 心情 不由得 糟,"['Anger', 'Hate']"
4470,郁闷 想 发霉,"['Anxiety', 'Hate']"
4471,潮湿 想 发霉,"['Anxiety', 'Hate']"
4472,今天 生日 没有 一点 快乐 影子 其实 也 没 什么 值得 高兴 除了 又 老 岁 而已,"['Anxiety', 'Sorrow']"
4473,虽然 有人 送 不菲 礼物 但 真正 需要 不 礼物,['Anxiety']
4474,已是 下午 不 想 吃饭 没有 胃口 没 有人 不 在意 快 不 快乐,"['Anxiety', 'Sorrow']"
4475,装 四千 块 出去 本来 想 奢侈 回 犒劳 一下 或是 请 上 几 朋友 去 ＨＩＧＨ 歌,"['Joy', 'Expect']"
4476,后来 还是 闷 不 丢 回来 算 我还 省 省 没 必要 就 当 我自己 也 不 记得 罢,"['Anxiety', 'Sorrow']"
4477,又 多 外号 － － 淘气,['Love']
4478,我不 答应 也得 答应 淘气 就 淘气 吧,['Love']
4479,淘气 你 快乐 吗,['Anxiety']
4480,生日 快乐 吗,['Anxiety']
4481,当 你 一次次 面前 歇斯底里 眼泪 横流,"['Sorrow', 'Anger']"
4482,很想 抱紧 你 给 你 温暖 与 安抚,"['Love', 'Expect']"
4483,可是 怕 你 拒绝,['Anxiety']
4484,怕 我的 关心 得 不 回应,['Anxiety']
4485,所以 只 能 固执 站 原地 冷冷的 看着 你,"['Sorrow', 'Anxiety']"
4486,那 不 忍 做 请 你 相信,['Expect']
4487,当 你 一次次 质问 为什么 不 可以 做到 你 想要 样子,"['Anxiety', 'Anger']"
4488,真的 不知道 如何 回答,['Anxiety']
4489,我是 想的 那么 那么 想 和 你 能 一同 走 进 共同 家庭,"['Expect', 'Love']"
4490,无论 未来 路 多 苦 都 渴望 你 身边,['Expect']
4491,请 你 相信,['Expect']
4492,当 一次次 你 面前 泪流满面 对 你 说 对不起 时候 虽然 你 一再 质疑 可是 我是 真心 知道 你 苦 真的 知道,"['Sorrow', 'Anxiety']"
4493,请 你 相信,['Expect']
4494,当 一次次 质问 你 为什么 承担 这么 多 苦 你 没有 回答,['Anxiety']
4495,可是 我知道 你 不 想 你 想 给我 幸福,['Love']
4496,你 想我 成为 世上 最 幸福 女人,"['Expect', 'Love']"
4497,只是 现在 还 不 可以,['Sorrow']
4498,请 你 相信 我的 相信,['Expect']
4499,昨天 站 古琴台 不 知道 可以 去 哪 你 不 身边 异常 孤单 眼泪 伴随 着,['Sorrow']
4500,我不 忍 再 让 你 这般 痛苦 不忍 再 听到 你 因为 内心 憋屈 而 大声 吼叫 继而 哭泣,"['Sorrow', 'Anxiety']"
4501,不忍 你 为了 我再 和 家里 吵架 不忍 看到 你 夜 夜 失眠 苦痛,"['Anxiety', 'Sorrow']"
4502,于是 渐渐 去 学会 安静 离开,['Sorrow']
4503,这 给 你 最后 幸福,['Love']
4504,从 今后 我会 学会 不 去 想 你,['Expect']
4505,当 你 搬 离 心 空 一大块 我会 学会 用 其他 东西 来 填 满,"['Sorrow', 'Expect']"
4506,我会 学会 忍受 在想 今后 你 会 牵 起 别人 手 时 抓狂,"['Anxiety', 'Sorrow']"
4507,我会 学会 安安静静 品尝 孤独 与 曾经 幸福,"['Expect', 'Love']"
4508,不 明白 生活 为何 那么 多 问题 从 小时候 家庭 所 受 打击 妹妹 生 场 大 病 至今 未能 痊愈 妈妈 身体 糟糕 极点 ． ． ． ． ． ． 本 不 应该 成为 弱者 在我的 性格 和 能力 很 强 一面 可 为什么 我就 成 弱者,"['Anxiety', 'Sorrow']"
4509,从 我想 做 选择 行政 事业 单位 工作 被 很 爱 父亲 野蛮 阻止 不 想 谈恋爱 被 很 爱 母亲 好心 做媒 跟 一个 爱 人 结 婚 再 在家人 干涉 下 急急忙忙 地 选择 本 不 想 做 投资 项目 现在 又 爱上 一个 工作 和 感情 上 给 带来 许多 困扰 人,"['Anxiety', 'Anger']"
4510,简直 不 明白 我过 种 什么样 生活,"['Anxiety', 'Sorrow']"
4511,不 想 那么 悲观 可是 从 理性 来 分析 的话 这样 下去 这 辈子 就 毁,"['Anxiety', 'Sorrow']"
4512,毁 人 我的 父母 妻子 还有 她 但 更 我自己 本人,"['Anxiety', 'Anger']"
4513,我自己 不够 坚定 我自己 给 他们 信任感 和 说服力 不够 我自己 没 树立 好 强者 形象,"['Anger', 'Anxiety']"
4514,好 想 真正 静 静 什么 也 不 用 想 什么 也 不 用做 就 静静 地 躺 大 草原 上 看着 蓝天 想 啊 想 直 想 清楚 现在 该 怎么 做 才 能 让 站 起来 活 得 开心 点 活 得 力量 一点 让 爱 人 得到 最 好 最 好 照顾,"['Expect', 'Love']"
4515,好象 很 难 改变 所以 常想 ： 这辈子 不 已经 毁,"['Anxiety', 'Sorrow']"
4516,我还有 希望 吗,['Anxiety']
4517,为什么 生活 总 那么 多 不 如意 事情,['Sorrow']
4518,为什么 总是 放 不 下 爱 好好 去 干 场,['Anxiety']
4519,一直以来 都 一个 很 喜欢 冬天 人 冬天 景 冬天 人 冬天 阳光 冬天 一切 一切 都 给 我最 好 念 想,['Love']
4520,真的 一个 很 不怕 冷 人 再 冷 天 也 讨厌 穿 厚厚的 像个 小熊 一样,['Hate']
4521,真的 好奇 怪 这样 一个 不怕 冷 人 竟然 从来 没有 让 严寒 伤害 过 感冒 冻 手 从来 都 不曾 发生 身上,['Surprise']
4522,前 几 天 很 突然 发现 食指 上 一丝 很 痛 感觉 当时 并 不以为然 觉得 没 什么 可是 这 几 天 伴随 着 红肿 加大 才 意识 手 竟然 冻,"['Sorrow', 'Surprise']"
4523,真的 很 意外,['Surprise']
4524,一个 十几 二十几 年 从来 没有 发生 过 事 一下子 来,['Anxiety']
4525,这 冬天 好像 真的 很 不 寻常 很多 大大小小 事 都 起来 报道 生活 不 开心 好像 越来越 多 手上 意外 比 起 那些 来 又 算 什么,"['Anxiety', 'Sorrow']"
4526,心 好像 也 麻木,['Sorrow']
4527,失望 欺骗 越来越 让 人 不安 情况 都 来,"['Hate', 'Sorrow', 'Anxiety']"
4528,好 累 心 里 好 难受,"['Anxiety', 'Sorrow']"
4529,应该 怎么办,['Anxiety']
4530,好 讨厌 现在 生活 状态 好 讨厌 现在,['Hate']
4531,前面 还有 路 吗,['Anxiety']
4532,如果 有路 又 条 什么样 路 等 着,['Anxiety']
4533,春天 哪里,['Anxiety']
4534,春天 一切 都 会 好 吗,['Anxiety']
4535,经常 会 有些 让我 生气 让 难过 事情 如果 过去 话 我想 我会 生气 也 就 气,"['Anger', 'Sorrow']"
4536,但是 现在 不会 因为 心理 答应 高 某人 以后 不 想再 发脾气 最 多 生 一下 气 ． ． ．,['Love']
4537,因为 高某 人 这么 善良 所以 不 想 发脾气 免得 以 会 伤 他,['Love']
4538,今天 心理 又 点 难过 有家 人 不 知道 为什么 老 对 发脾气 就 好像 出气筒 一样 哎 眼眶 又 点 湿润,['Sorrow']
4539,但是 知道 不 发脾气 就 算 想 发 也 让 一并 把 它们 都 吞 掉 吞 肚子 里,['Expect']
4540,今天 晚上 心情 不怎么样 有些 话 想 和 他 说 但是 他 不,"['Sorrow', 'Anxiety']"
4541,不过 就算 他 我也 不会 和 他 说 免得 他 担心 呀 又,['Anxiety']
4542,我以 也 不 想再 和 他 说 不 开心 只要 他 不 不 开心 不 不 舒服 就 行了,['Love']
4543,只要 他 开心 就 好 我再 贪心 一点点 让 他 心理 老 想 着 让 他 超 爱 我就 满足,"['Expect', 'Love', 'Joy']"
4544,就 算 多么 想 流泪 想到 他 这个 笨 丫丫 我就 会 开心 就 会 想 笑 ． ． ．,"['Joy', 'Love']"
4545,哎 笨 瓜 啊 安全 点 干活 啊 什么 时候 就 回来 啊 难道 真的 快 年 吗,"['Expect', 'Love']"
4546,哎 心理 点 不 舒服 呀 不过 也 不得已 嘛,['Sorrow']
4547,好 想 你 每天 都 会 找 时间 想 你 因为 怕 我会 忘记 你 呵呵,"['Love', 'Anxiety']"
4548,哎 没 办法 呀 本人 记性 不怎么样 呵呵 ． ． ． 你 记得 想我 了么,"['Love', 'Expect']"
4549,不 想 我试 试看,"['Love', 'Anger']"
4550,哼,"['Love', 'Anger']"
4551,呵呵 睡觉 去 喽 今天 你 又没 上线,['Anger']
4552,哎 ． ． ．,"['Anxiety', 'Sorrow']"
4553,今天 女儿 生日 女儿 今年 １１ 岁 还是 头 一遭 没 她 身边,"['Anxiety', 'Sorrow']"
4554,不禁 有些 失落,['Sorrow']
4555,婆婆 说 不 知道 她 老师 那 过 得 好不好 今天 生日 吃 什么,['Anxiety']
4556,听 心 里 酸 酸,['Sorrow']
4557,只好 安慰 说 ： 没关系 老师 那 每天 菜 都 很 丰盛 不会 亏待 她,"['Joy', 'Love']"
4558,虽然 如此 但 还是 感觉 不 称职 毕竟 今天 才 她 真正 生日,['Sorrow']
4559,女儿 今年 选择 寄在 老师 家 很多 人 都 反对,['Hate']
4560,可 这 她 选择 应该 尊重 她 选择,['Love']
4561,不管 结果 如何 也 让 她 学会 承担 责任,"['Expect', 'Love']"
4562,不 能 让 她 出尔反尔,"['Love', 'Expect']"
4563,应该 让 她 学会 独立,"['Love', 'Expect']"
4564,在这 社会 上 只 独立 人 才 能 站得 住脚,"['Love', 'Joy']"
4565,为了 她 以后 成功 不 能 再 把 她 捧 手心,"['Love', 'Expect']"
4566,我把 所有 希望 都 寄托 她 身上,['Expect']
4567,我的 人生 已经 如此 灰暗 不 希望 她 步入 我的 后尘,['Expect']
4568,现在 孩子 只 会 衣 来 伸手 饭来张口 实在 被 宠坏,"['Anxiety', 'Hate']"
4569,我希望 她 去 老师 家 能 改掉 以 前 坏 毛病 做 一个 独立 孩子,"['Expect', 'Love']"
4570,女儿 乖乖 相信 你 能 做到,"['Love', 'Expect']"
4571,你 不会 让 妈妈 失望,"['Expect', 'Love']"
4572,曾经 喜欢 喝 咖啡 现在 喜欢 喝 茉莉花茶,['Love']
4573,那 清新 香气 伴随 着 淡淡的 苦涩 像 极 高三 那年,"['Love', 'Sorrow']"
4574,看着 杯中 淡黄色 茶水 这才 发现 原 来 已 不再 喝 咖啡 只是 不知道 从 什么 时候 开始,['Sorrow']
4575,咖啡 年代 早已 远去 那个 喝 着 咖啡 莽撞 我也 早已 不再,['Sorrow']
4576,现在 已 学会 喝茶 懂得 在那 苦涩 寻找 一丝丝 清甜 那 咖啡 找 不,['Love']
4577,咖啡 只 能 找到 清香 却 不 能 找到 清甜 它 给 人 感觉 总是 厚实 那种 浓浓 质感 有时 会 让 人 透不过气,['Anxiety']
4578,而 茉莉花茶 则 不 同 它 那种 清新 气息 总 能 让 你 起伏 心境 得到 平息 仿佛 周围 一切 都 静止 只 那 氤氲 茶香 漫无边际 飘散,['Love']
4579,但 也 不会 排斥 咖啡 因为 咖啡 年代 着 我的 故事 寄托 着 我的 回忆 见证 着 我的 成长,['Joy']
4580,而 那 爱尔兰 咖啡 也 依然 我所 追求 和 向往 因为 它 同样 着 一个 动人 故事,['Love']
4581,甚至 依然 想 开 那个 叫 Ｍｉｓｓ 咖啡屋 错过 － 想念 着 美丽 想像 空间,"['Love', 'Expect']"
4582,有时 我想 也许 正 因为 一个 射手座 女孩 所以 才 会 如此 钟情 于Ｉｒｉｓｈ　ｃｏｆｆｅｅ 吧,['Love']
4583,种 属于 射手座 咖啡,['Love']
4584,于是 继续 着 又 一个 不知 何时 结束 等待,['Expect']
4585,也许 明天 会 结束 又 也许 明年 会 结束 又 也许 …… 总之 相信 会 结束 等待 时候 即使 那 会 另 一个 等待 开始,"['Expect', 'Love']"
4586,时间 分 一秒 走 着 茶 包 也 越来越 淡 而 思绪 却 依然 氤氲 茶香 里 蔓延 ……,['Love']
4587,闭 上 眼睛 一切 繁华 却 变成 黑暗 孤寂 沉默 偶尔 传来 一阵 刺 痛心 扉 笑声 几 句 让 眼睛 模糊 誓言,['Sorrow']
4588,许诺 誓言 单方面 誓言 可能 永远 无法 履行 誓言,['Sorrow']
4589,一个 人 静静的 坐 着 感觉 身边 仿佛 少 什么 渐渐 明白 少 一个人 存在 一个 寄托 我所 爱 人 于是 又 一阵 沉静,['Sorrow']
4590,腰疼 时候 又 想 起 那 幅 画面 平常 街道 平常 人 相 畏 着 公园 椅子 上 看着 过往 行人 悠悠的 斜阳 与 互 衬 着 幅 和谐 画面,['Love']
4591,腰疼 时候 有人 关心 也 关心 人,['Love']
4592,此刻 依然 关心 人 可 除了 仁慈 父母 没有 疼 人,['Sorrow']
4593,也许 那份 爱 被 人为 扼制 住 可 此刻 我是 多么 希望 有人 走入 内心 ； 虽然 极力 向 别人 倾诉 可 他们 严厉 仿佛 这只 一个 闹剧,"['Sorrow', 'Expect']"
4594,一个 陌生人 留言 会 使 非常 感兴趣 去 深根 纠 底 希望 那 一个 能够 了解 人 可是 我的 真诚 却 让 他们 迷茫 得 不知所措,"['Anxiety', 'Sorrow']"
4595,渐渐 印象 淡 思想 淡 空乏 文字 无法 形容,['Sorrow']
4596,姐姐 说 过 誓言 化作 烟云 字 也许 这样 吧,['Sorrow']
4597,将来 某个 时刻 同样 情 同样 事 同样 想法 同样 情绪 也许会 再一次 左右 也许 也 会 再一次 淡 下去,"['Sorrow', 'Anxiety']"
4598,不 明白 事情 很 多 傻傻的 以为 只要 用心 去 就 会 得到 幸福 没 弄清 事实 就 去 疯狂 胡乱 认真 可 爱情 并不 这样 错 错 得 一塌 糊涂 把 都 差 点 输 掉,"['Anxiety', 'Sorrow']"
4599,也许 这 造成 现在 这样 结局 根源 那么 就 作 明白人 吧 不 明白 就 去 弄 明白,"['Expect', 'Love']"
4600,喧嚣 城市 忙碌 人 仿 若 生活 傀儡 偶然 会 出现 让 你 难忘 话 那 句 话 会 直接 进入 你 心 那一 句 也 你 心里 想 说 话 只 有人 帮 你 把 它 找 出来,"['Joy', 'Hate']"
4601,找 出 这 句 话 所有 一切 都 会 发生 变化 不 做 生活 傀儡 做,"['Expect', 'Joy']"
4602,给 它 一个 笑容 把 很多 事 留 心 底 慢慢 就 消失,"['Expect', 'Joy']"
4603,朋友 不一定 非得 合情合理 但 一定 真心真意 不一定 非 每天 相伴 但 一定 时常 联系,['Love']
4604,每天 都 很 好 一个 机会 生命 懂得 体会 少 见面 无所谓 能 时常 联系 便 非常 可贵,['Joy']
4605,人生 最 美 过程 与 朋友 相识 相知 朋友 鼓励 种 无形 力量 ； 朋友 忠告 种 强劲 激励 ； 朋友 想念 种 无比 幸福,"['Love', 'Joy']"
4606,朋友 架 琴 能 演奏 出 一生 美妙 乐章 朋友 杯 上等 好茶 品味 一世 淡然 清香 朋友 只 笔 写 出 一生 一世 幸福 快乐 朋友 首 甜美 歌 唱 出 一辈子 温馨 祝福,"['Love', 'Joy']"
4607,亲人 父母 给 找 来 朋友 朋友 找来 亲人 亲人 天然 不 可以 选择 不一定 志同道合 趣味 相投 维系 亲人 关系 血缘 种 本能 成分,"['Love', 'Joy']"
4608,朋友 自然 可以 选择 选择 而 来 朋友 间 交流 远胜 于 亲人 亲人 不 能 替代 朋友 亲情 也 代替 不 友情 朋友 能 胜似 亲人 给 你 亲情 般的 友情,['Love']
4609,亲人 有难 牵肠挂肚 寝食难安 随着 时间 推移 与 朋友 感情 越来越 深 也 开始 为 最 好 朋友 牵肠挂肚 朋友 难过 我会 心痛 不已 会 忧虑 不安 会 情不自禁 愿意 尽 其 所 能 去 帮助 其 改善 境遇 哪怕 起 微薄 作用 也 会 不遗余力,"['Love', 'Joy']"
4610,朋友 比 亲人 更 能 帮 你 平和 心绪 你 愿意 对 其 倾诉 忧愁 欢乐 恐惧 疑惑 及 积郁 心里 很 久 事 朋友 可以 给 你 理性 帮助 能 冷静 帮 你 分析 给 你 真诚 安慰 朋友 生命 永远 财富 真诚 不可 亵渎 人生 旅途 知己,"['Love', 'Joy']"
4611,一生 朋友 相伴 件 幸福 快乐 事,"['Joy', 'Love']"
4612,平安 幸福 快乐 健康 对 朋友 永远 祝福,['Love']
4613,５·１２ 地震 四川 规定 一些 被 评为 抗震救灾 优秀 学生 灾区 毕业生 可 免试 上 大学,['Joy']
4614,据此 威 州 中学 上报 王 海龙 张强 李 灏 三 名 抗震 抢险 活动 表现 突出 学生 但 州 教委 下发 入选 名单 前 两者 当选 李 灏 却 被 小文 取代,['Surprise']
4615,奇怪 小文 ６月 ５日 才来 学校 借读 入 班前 没有 按 正规 手 序 登记 成绩 只是 中等 偏下 抗震救灾 过程 事迹 不过 为 他人 分食 过 牛奶 县城 为 军车 引路 等,['Surprise']
4616,面对 师生 质疑 作为 威 师 附小 校长 小文 父亲 却 坚 称 问心无愧,"['Hate', 'Surprise']"
4617,　　 伴随 着 年 一度 高考 结束 免试 录取 幸运儿 也 就 成为 人们 焦点 话题 高考 处于 白热化 今天 这 群 人 能够 躲开 这 场 厮杀 直接 晋级 确实 引 来 很多 人 眼热,['Joy']
4618,小文 他 爹 单纯 做 爹 角度 来讲 动机 并 没有 什么 不对 谁 父母 不 想 孩子 鱼跃龙门 金榜题名 只是 手段 有些 卑劣 和 无耻 罢了,"['Hate', 'Anger']"
4619,不管 不 笔误 钻空子 飞 过去 或者 划船 过去 只要 成功 效果 和 那些 挤 得 头破血流 考生 们 也 没有 多 大 区别 不管 白 猫 黑 猫 　 能够 抓到 老鼠 就 好 猫,['Hate']
4620,谁 叫 还有 免试 入学 这样 法外 开恩 好事 呢,['Hate']
4621,　　张 孟 苏 蒋 方舟 他们 靠 得 机会 和 特长 小文 却 一个 牛气 而 胆大 爹 全国 人民 盯 着 东西 却 敢 擅自 篡改 上报 可谓 护 犊 情 深 哪,['Hate']
4622,或许 很多 落榜生 在想 我能 摊 上 这样 爹 就 好,['Expect']
4623,但是 很 不幸 小文 他 爹 出事 小文 自然 也 跃 不 成 龙 门 这 只 能 说明 小文 他 爹 手段 不 高 非得 触 高压线 为 孩子 走捷径,['Hate']
4624,可是 谁 让 免试 入学 这块 肥肉 摆 那 呢,['Hate']
4625,谁 不 想 吃 啊,['Hate']
4626,　　归根结底 小文 他 爹 还 真是 可以 问心无愧 怨 也 只 能 怨 高考 制度 不 严密 罢了,['Hate']
4627,免试 入学 本来 就 那么点 特权 意思 试想想 技 不如 人 时候 谁 不 想 找 条 捷径 顺利 到达 终点 呀,['Hate']
4628,教育 提倡 德智体美劳 全面 发展 而 这些 免试 录取 考生 们 只是 方面 比较 突出 而已 凭 啥 就 可以 跟 教育 方针 不 保持 一致 呢,"['Anger', 'Hate']"
4629,张 孟 苏 四川 受 表彰 英雄 少年 他们 品德 很 高尚 ； 蒋 方舟 甚至 前 韩寒 写作 很 天赋 但是 其他 四 方面 呢,"['Love', 'Anxiety']"
4630,不 去 怀疑 他们 存在 什么 什么 缺陷 但 也 着实 不 什么 很 全面 发展,['Hate']
4631,对于 这些 优秀 少年 还是 很 敬佩 他们 他们 可以 成为 学习 榜样 但是 对于 他们 崇高 和 优秀 是否 只 免试 入学 这样 种 奖励 方式 呢,"['Anger', 'Love']"
4632,他们 最 需要 什么 活 着 什么 东西 最 珍贵 就 给 他 什么 这 或许 唯一 可以 说 得 通 理由,['Expect']
4633,　　 免试 入学 本来 仅仅 一个 奖励 方面 特别 优秀者 奖品 但是 至今 却 成 高考 当中 一个 漏洞 成为 一些人 通向 大学 捷径,"['Anxiety', 'Hate']"
4634,小文 他 爹 笔误 只 个例 保不齐 以后 出现 更 多 口误 系统 错误 这样 事情 出来,['Hate']
4635,可以 说 免试 入学 无论 对 这些 免试 者 本身 还是 社会 都 不利,['Anxiety']
4636,韩寒 教训 这些 通过 免试 入学 人 过 高 压力 和 社会 期望值 改变 他们 原来 生活 轨迹 结果 走向 平庸 或者 一事 无成,"['Sorrow', 'Anxiety']"
4637,免试 入学 这种 奖励 方式 该 改 改 体现 教育 公平 就 不 应该 特权 存在 不然 只 会 成为 人们 利用 一个 工具,"['Anxiety', 'Expect', 'Hate']"
4638,堵 上 免试 入学 这 条 捷径 时候,['Expect']
4639,小时候 一个 充满 一个 幸福 家庭 我的 家庭 还 算是 很 富裕 但是 很 快乐 做 任何 事情 也 因为 小 所以 也 从来 没有 计算 过 后来 什么 样子,"['Joy', 'Love']"
4640,我的 生活 很 安逸 很 自在 很 开心 也 一个 无忧无虑 家中 小 少爷,['Joy']
4641,记得 我很 喜欢 就 一个 人 月亮 夜里 去 村外 山上 然后 躺 石头 上 面对 着 月亮 天空,['Love']
4642,看 那 皎洁 星空 品味 宁静 与 安逸 生活 拥抱 大自然 气息,"['Love', 'Joy']"
4643,月圆 时候 也 我最 喜欢 时候 如果 要是 晴朗 天空 去 欣赏 那 星辰 美景 我想 它 应该 人生 最 幸福 最 安详 时刻,"['Love', 'Joy']"
4644,幽静 而 清新 空气 独自 躺 石头 上 欣赏 被 月亮 照的 清晰 可 见 山林 高山 绿树 还有 那 被 月光 染 白 石头 这 都 会 使 忘记 一切 让 变 得 更加 清馨 自然 也 我最 清闲 时候,['Love']
4645,它 渲染 着 单纯 心灵 安逸 生活 这 都 永远 祈求,"['Love', 'Expect']"
4646,看 那 星空 有时候 漂浮 着 几 朵 白云 好像 它 也 月亮 光芒 照射 下 变 得 慢腾腾 走动 仿佛 生怕 走 太 快 会 错过 这 美丽 景色 也 好像 怕 打扰 安静 空间 所以 才 会 慢慢 地 自由地 走动 着,['Love']
4647,有时 会 想 如果 我会 变成 白 云 该 多么 好 看 它 奇妙 变化 姿态 还有 洁白 身体 一尘不染 那 该 多么 美妙 颜色 啊,['Love']
4648,群星 一眨 一眨 地 闪烁 着 仿佛 无数 只 眼睛 与 一样 被 这 多姿多彩 而 美丽 夜景 所 惊讶 也 不断 移动 星体 小心翼翼 流动 着 ……,['Love']
4649,它们 一颗颗 悬 挂 空中 点缀着 美丽 充满 色彩 空间 使得 天空 更加 婀娜多姿,['Love']
4650,那 美丽 深 空中 会 很多 回忆 那段 幸福 时光 转眼 即 逝 现在 走 商场 上 再次 回忆 起 往事 感觉 很 遥远,['Sorrow']
4651,命运 摆布 下 使 我与 那 完美 空间 隔离 时光 被 时间 催促 下 变 得 苍老,['Sorrow']
4652,那段 深藏 着 记忆 只留下 难以忘怀 憧憬,"['Love', 'Expect']"
4653,如果 再次 寻找 那 美丽 安逸 空间 时 我想 也 只 能 记忆 书页 寻找,"['Anxiety', 'Sorrow']"
4654,生命 对于 每个 人 只 一次 而 人生 在生 命中 也 一个 短暂 旅程,['Love']
4655,你 只 不断 地 修正 方向 激励 坚强 意志 充实 希望 活力 舒展 矫健 身姿 才 能 胜利地 到达 目的地,"['Joy', 'Expect']"
4656,旅途 千 难 万 阻 顺利 地 到达 目的地 就要 战胜 超越,"['Expect', 'Love']"
4657,战胜 自我 就 战胜 胆怯 超越 自我 就 超越 平庸,['Joy']
4658,受 过 苦难 人 才 能 得 如何 珍惜 人生 幸福 和 美好 人生 变化无常 原本 人类 生活 不可 预 缺 根源,"['Love', 'Joy']"
4659,人生 得意 像 镞 沐浴 于 艳阳 下 成长 野花,['Joy']
4660,而 失意 便 像 丛 粗糙 即将 腐烂 树根,['Hate']
4661,但 人云亦云 事 无 完事,"['Hate', 'Sorrow']"
4662,人生 又 岂 会 尽善尽美,['Anxiety']
4663,所以 人生 事业 如 潮汐 起 不 落,['Anxiety']
4664,关键 在于 你 采用 什么 办法 冲 过去,['Joy']
4665,因此 决定 得 于 失 际遇 而 恰恰 对 际遇 过程 认知,['Love']
4666,人生 意义 就要 过 得 坦坦然然,"['Joy', 'Love']"
4667,抛开 所有 烦恼 每 行 步 誓 予 乐观 自信 态度 勇敢 面对 人生 突 来 挑战 从此 增补 生活 空虚 增添 生活 波澜,"['Love', 'Joy', 'Expect']"
4668,只 坦然 只 勇敢 与 自信 每 生活 步 才 把握,"['Love', 'Joy', 'Expect']"
4669,因为 许多 事 无法 预料 人生 喜怒 哀乐 也 会 无所 适从 甚至 本该 幸福 苦难 都 不 敢 向 前 迎 纳 唯一 能 做 奉献 真诚,"['Love', 'Expect']"
4670,因为 当 严寒 冬天 漫 然而 去 嫩绿 小草 逢 春 而 苏 过往 一切 也会 像 冬季 转换 乘 风 而 去,"['Love', 'Joy']"
4671,对待 新 挑战 这些 芸芸众生 活 得 无法 再 平凡,"['Love', 'Joy']"
4672,坐 电脑 面前 手指 放 键盘 上 想 写些 什么 却 不知 从 何 写 起 ； 想 说些 什么 也 不知道 倒 底 说 什么 好像 想 写 太 多 想说 太 多 也许 太 多 所以 就 不 知道 怎么 写 怎么说,['Anxiety']
4673,给 放假 期限 已经 原来 以为 想 找点 工作 应该 不 算是 太 难 如今 真的 找起来 才 知道 已经 不 像 以前 那么 简单 成 封 成 封 简历 发 出去 却 像 抛 进 大海 声 响 都 听 不,"['Anxiety', 'Sorrow']"
4674,从 学校 出来 快 三 年 这 三 年 种种 每次 都 穿梭 各个 单位 路上 脑海 来 回 重播 竟然 会 想 如果 那个 时间 可以 耐心 地 多 等 天 也许 现在 就 不 会 像 现在 这个 样子 可是 想 归 想 现实 毕竟 走向 相反 路 没有 后悔 却 声 叹息 哎 老天 你 手中 真的 每个 人 走 路 吗,['Anxiety']
4675,这段 日子 说 忙 不 忙 说 不 忙 又 忙 矛盾 却 真实 存在 复杂 而 让 人 感到 无奈 想做 事 做 不 想说 不 能 说 所以 别无所求 把 一切 放 心底 让 它 沉睡 只 希望 平平淡淡 安安稳稳 却 没 想到 选择 不 时候 所以 连 这个 也 很 难 未来 露出 从来 没有 过 苍白 却 不得不 迷 雾中 探索 未知 方向 连 问 句 还要 多久 勇气 都 没有 不 敢 停留 却 又 不知 倒底 往 哪里 走,['Anxiety']
4676,真的 太 久 没 来 工作 年 比 一年 重 压力 也 天 比 天 累,['Anxiety']
4677,每天 上班 忙 不可开交 下班 就想 回家 好好 休息,"['Anxiety', 'Expect']"
4678,主管 安排 ２ 楼 女人 门 休息 就 不 安排 楼 女士 休息 连 出去 玩 也 不 叫 实在 太 可恶,"['Anger', 'Hate']"
